,User,listed_count,followers_count,text,retweets,favorites
3700,B0STSG,172,387,RT @WayneDupreeShow: Pelosi is so phony! She's trying To Paint Trump As Mentally Ill; Watch This Instead!   https://t.co/Ssnp6x8mtg,152,0
3701,skribe00,24,171,#TiredLongEaredHumanScrewnicorn StephenMiller fails to competently defend total fiction of voter fraud.  https://t.co/C5fDbakiqf,0,0
3702,Patrick_Clarkin,199,2404,"RT @peterdaou: Step back and think about the institutions Team Trump is systematically undermining:
JUDICIARY
NEWS MEDIA
FREE ELECTIONS
Bas…",37,0
3703,MxSgl,24,529,RT @EliClifton: Trump adviser who defended WH's omission of Jews from Holocaust statement wore medal of Nazi collaborators. https://t.co/lG…,303,0
3704,PRSIowa,74,279,"Stephen Miller: A key engineer for Trump’s ‘America first’ agenda
https://t.co/kU2iRxXppF

He's a jerk. Mental midget.",0,0
3705,WendyTheRealtor,200,555,RT @nytimes: President Trump continues to mix his official role with the business that bears his name https://t.co/31I8ksjsNK,1152,0
3706,WRS28363930,2,52,"RT @Watchdogsniffer: ""The president reportedly didn't know what the New START treaty was but wanted to get rid of it.""https://t.co/m75TlsNS…",1,0
3707,anotherxcrunner,4,373,RT @SenSanders: I disagreed with President Bush all the time. I never called him a pathological liar. He was just conservative. But Trump l…,12893,0
3708,papers_int,13,52,"""World’s Diplomats, Seeking a Bridge to Trump, Eye Haley"" by SOMINI SENGUPTA via NYT https://t.co/GjDQcGGbcy",0,0
3709,Gottadance64,9,197,"RT @RealD0n0ldTrump: Sound like anyone we know?

#DarwinDay #Trump https://t.co/H5vwoiNmLP",1,0
3710,griffydeck,13,202,RT @JuddApatow: READ THIS TO UNDERSTAND TRUMP's behavior.  https://t.co/QkEDURE9zz,33,0
3711,kharly,110,2284,"RT @MonsterMarcia: @amjoyshow @YouGiveMeFever7 @MalcolmNance @MSNBC 
Trump won't #FireFlynn &amp; Flynn won't step down. #TrumpRussia is Trump…",1,0
3712,diversity4trum1,2,161,RT @Truth_Bombers: Stephen Miller took down the mainstream media narrative in one swoop! President Trump's administration is doing really w…,326,0
3713,dustinmcd123,0,15,@oreillyfactor why aren't you talking about the possible treasonous actions of Flynn-Trump Whitehouse?,0,0
3714,AndrewB179,10,168,"RT @ParkerMolloy: ""No new deals will be done during my term(s) in office.""
— @realDonaldTrump, 12/12/16 https://t.co/sckohqSJtT

https://t.…",68,0
3715,KnudsenColleen,141,1056,RT @Lawsonbulk: Coastal cities in danger: Florida has seen bad effects from Trump-like climate gag orders https://t.co/76N5FszSc7,3,0
3716,jmcminn1076,32,174,RT @AdamsFlaFan: Trump Attacks Disabled Children By Removing Disability Education Rights Website via @politicususa https://t.co/I8JCjY6f8A,35,0
3717,ezraabu,4,449,RT @BernieSanders: When Donald Trump attacks the  media as “fake news” what he is doing is trying to move our country in an authoritarian d…,9976,0
3718,josefin18881121,0,67,"RT @mizam82: Esto es amor por México @FelipeCalderon da valiosa información del TLC para negociarlo
En cambio @lopezobrador_ dice; Demandem…",32,0
3719,AntonioJMarti,45,3514,"RT @anaitat2011: [""-Marchemos contra Trump!
- Siii, todos contra Trump… y la embajada de EU ¡vacia! #Vibramx 😂😂😂… https://t.co/ykvTILEYLn""]…",1,0
3720,carehope58,25,183,RT @FoxNews: .@JudgeJeanine: @IvankaTrump Is Stronger Than 'Loud Classless Women' https://t.co/tvBU8U224D https://t.co/qf6GiBdNGO,144,0
3721,mfeeney5810,1,85,RT @LOLGOP: Trump isn't going to fire anyone for fear he'll have to replace him with someone competent.,35,0
3722,BlumRAE,2,33,"RT @ChrisMurphyCT: If you have 12 minutes this weekend, watch this. It's really important. https://t.co/DQVFCte5Ee",6313,0
3723,krissshep1,2,159,"RT @RealJack: Dear everyone speaking tonight at #GRAMMYs,

Nobody cares about your political views. If they did, Trump wouldn't have won.",128,0
3724,janinenatt,166,30185,02-12 Donald Trump's wife Melania could soon be chatelaine of the White House #DonaldTrump https://t.co/TzaDtHxldr #donaldtrump,0,0
3725,lega_nord,83,10960,"Il Sud con Salvini: TRUMP DÀ LA PRECEDENZA AI CRISTIANI, SOCCI FEROCE SU BERGOGLIO: ANCHE LA CHIESA…
https://t.co/5VOdbKyL2r",0,0
3726,2016vp2016,4,64,@realDonaldTrump @CNN @SenateDems @mcuban @maddow @jaketapper My Mantra: Americans Live &amp; Breathe To Impeach Racist… https://t.co/ZI7kavSrQa,0,0
3727,Chriscub2334,18,221,@ABCWorldNews 1 less trump voter,0,0
3728,lonegamer78,15,283,"RT @SarahMaslinNir: In the Trump store inside Trump Towers, sales woman told me ""It's all made in America."" Actually none is. https://t.co/…",1260,0
3729,contmomanot1978,0,3,"RT @GeorgeTakei: When Uber, Starbucks and Nordstrom take a stand, it gives courage to others to also walk away, to reject ""do business with…",3181,0
3730,m4rgin4l,20,236,"RT @SarahMaslinNir: In the Trump store inside Trump Towers, sales woman told me ""It's all made in America."" Actually none is. https://t.co/…",1260,0
3731,seinigtetou1987,3,17,"RT @NPR: Here are five things you should know about the unfolding imbroglio over Trump, Flynn and the Kremlin https://t.co/lpx57CPpO2",245,0
3732,dwinle,647,8686,RT @DisavowTrump16: Stephen Miller makes false claims about voter fraud. RETWEET if u think this Trump advisor is a fraud himself #AMJoy #M…,239,0
3733,rich_hanks,0,22,"RT @brianstelter: Untrue. Sanders was *criticizing Trump* for calling CNN ""fake news."" You can see for yourself, all 11 minutes, here: http…",2245,0
3734,miketheatheist,2,43,RT @Breznican: BREAKING: Trump advisor Stephen Miller confirms it rubs the lotion on its skin or else it gets the hose again. https://t.co/…,1918,0
3735,lydililly,51,282,RT @LouiseMensch: Excellent report @Buzzfeed; too few MSM seem to realize @JeffSessions placed Russian spy Carter Page in Team Trump https:…,572,0
3736,SimonLondonVC,123,1226,RT @paulkrugman: The Trump administration is a first in US history: a leader and circle who fundamentally despise the rule of law. This is…,498,0
3737,mango_conway,5,241,RT @jonathanalter: Highly-useful @Kasparov63 interview. The chess master and Putin foe says stay cool &amp; make Trump look like a loser.  http…,22,0
3738,punkrockisdead,15,323,"RT @BraddJaffy: Today, Trump made his 4th trip to the golf course since becoming president 23 days ago

Here are his previous tweets about…",1692,0
3739,yikessikey,0,149,I'm taking educational psychology &amp; existentialism this semester; Trump &amp; his administration are the antithesis to everything I'm studying.,0,0
3740,PocketsotFuture,10,362,SNL-Melissa McCarthy Doubles Down on Emasculating Trump Cabinet- Rosie Next!: https://t.co/Pg3qUJGCS2 via @YouTube,0,0
3741,tphaley1,8,330,"RT @BernieSanders: Trump is a total hypocrite. He campaigned saying I'm going to take on Wall Street, and then he hires the president of Go…",4928,0
3742,POTUSChump,11,288,"@HuffingtonPost oh sure, blame the only person on team trump that speaks at a normal volume...",0,0
3743,JoanPennnative,237,2690,"RT @AnnieSage: ⚡️ “Trump advisor Miller fuels baseless voter fraud claims”

https://t.co/Dm3wvWShly",1,0
3744,Sue4allofus,71,445,"RT @VABVOX: Saddened by Trump supporter &amp;Breitbart""writer""  @davidwebbshow sending his little band of haters after me.Women journalists sca…",37,0
3745,SJZ1958,0,16,@Queenn_b1 @The_Trump_Train just like Obumma did many times during his 2 terms,0,0
3746,aaronmb,21,224,@redsteeze why is it everyone wants to talk about you being in the Trump admin and not about your song writing. I always liked Jet Airliner😃,0,0
3747,haleylholmes,16,1020,"RT @JuddLegum: Trump promised never to vacation as president and blasted Obama for golfing

This is his second weekend golf vacation in his…",11976,0
3748,hyperstitious,7,663,@SeverEnergia @nmgrm 1 of the first online blog outfits to expose that some group was trying to lure them into spreading rumors about Trump.,0,0
3749,elizabethnicols,2,94,RT @metroottawa: Conservatives offer support to Justin Trudeau ahead of Monday's meeting with Donald #Trump https://t.co/nd8MpFRt3b #CDNpoli,11,0
3750,beehee916,0,11,"RT @BernieSanders: Our job is to stand together, vigorously oppose Trump's racist immigration policies and fight for policies that work for…",3319,0
3751,AliceJane2016,5,99,"RT @StopStopHillary: I STAND WITH IVANKA TRUMP
 #BuyIvanka https://t.co/MlZPDoxNxE",19,0
3752,drstrnglvcrft,0,54,"RT @ParkerMolloy: ""No new deals will be done during my term(s) in office.""
— @realDonaldTrump, 12/12/16 https://t.co/sckohqSJtT

https://t.…",68,0
3753,Hugocologic,22,482,"RT @JLHDEZsisepuede: ¡Y Trump sin saber que en Canarias y en @EquipoClavijo , líder de la ATI profunda, tenía un gran aliado! ¡Qué poca ver…",9,0
3754,GingerSpiceCin,63,2410,RT @TrueFactsStated: Trump is the legally the president. He is not a legitimate one. Note the difference as per Harvard's Lawrence Tribe.…,8,0
3755,pjgentle,30,856,"RT @surfermom77: My President Trump @POTUS 
For a year and half 
I fought for you 
I Voted for you 
I Stand with you
I Am praying for you…",1064,0
3756,frankblack5,11,63,"RT @DTrumpExposed: I love how Republicans keep taking credit for freeing the slaves, as if it makes them feel better about supporting Trump…",171,0
3757,EagleStarNET,485,81736,"Is Priebus Out? Trump Friend Slams Chief Of Staff As ""Weak, Incompetent"" https://t.co/bScFkLUP9Q",0,2
3758,donwenow,2,16,"RT @BrookingsInst: Early signs suggest Trump will hasten the world toward its next crisis, writes Bob Kagan https://t.co/lsHHnpsHQ7 https:/…",25,0
3759,paula_rhodes,188,15948,"RT @jonfavs: Stephen Miller said it's an undisputed fact that 14% of non-citizens are registered to vote.

He lied: https://t.co/gOHd34FnaR",5817,0
3760,julian_guidry,2,51,RT @serenityatsea: @ericgarland This is a huge distraction from Russia. Don't take the bait @CNN @MSNBC Keep up the pressure on Flynn/Trump…,96,0
3761,bpearlman,10,765,"Donald Trump Is Picking a Twitter Fight with Mark Cuban, and Cuban Is Hitting Back https://t.co/z9pcGNutfH",0,0
3762,lichastar,5,18,RT @lopezdoriga: #VIRAL Un periódico confundió a Alec Baldwin con Donald Trump (FOTO) https://t.co/cp3bCer2da https://t.co/BGmme1CiPE,28,0
3763,vikingsarehere,28,244,RT @RawStory: Sen. Al Franken confirms to CNN’s Tapper that GOP senators are concerned about Trump’s mental health https://t.co/iSIqse2Wym…,62,0
3764,jeffmas1,42,1966,O'Reilly on 'Watters' World': The Far Left 'Just Hates' President Trump https://t.co/tvkPIyuYez,0,0
3765,PumaSF,180,1059,RT @politicalwire: Tracking Hate Incidents Since Trump’s Election https://t.co/bivJUT3RQI,4,0
3766,MiddleAmericaMS,514,21305,"RT @Newsweek: Despite denials, Russians were in contact with Trump campaign | Opinion https://t.co/DaXl4XzzF7 https://t.co/8bTCGCZlZV",184,0
3767,JohnDediePolSci,1,34,"@DougGansler Dems need more issues than Trump to win. Environment, legal weed, fracking.Mikes are part of the problem. #CCBCPoliticalScience",0,0
3768,erinhale,99,1255,Gaming industry is making money on Trump impachment bets 3 weeks into presidency https://t.co/jJyKCO9S3i,0,0
3769,RDT65n16,0,5,RT @hrkbenowen: RETWEET to show your support for Toby Keith who is being boycotted by liberals for performing at Trump's inauguration. @Tob…,826,0
3770,piedgehodges,116,67,RT @WayneDupreeShow: Pelosi is so phony! She's trying To Paint Trump As Mentally Ill; Watch This Instead!   https://t.co/Ssnp6x8mtg,152,0
3771,wajobu,61,861,RT @SenSanders: I disagreed with President Bush all the time. I never called him a pathological liar. He was just conservative. But Trump l…,12893,0
3772,pr_fritz,2,29,RT @StopTrump2020: How do you feel about Trump's first weeks in office? (Pls RT so more can answer),189,0
3773,oufenix,223,4002,RT @paulkrugman: The Trump administration is a first in US history: a leader and circle who fundamentally despise the rule of law. This is…,498,0
3774,gkygirlengineer,258,4926,A US-born NASA scientist was detained at the border until he unlocked his phone https://t.co/69C7v5zqIr,0,0
3775,DeepInTheHills,32,1775,"RT @JustinElliott: We did a close read of Trump's executive order on ethics. 

It cites a section of the law that *does not exist* https://…",4805,0
3776,E1A2p3S4,46,1062,Report: 72 Arrested on Terror Charges from Countries Named in Travel Ban https://t.co/uE86LoDX5a via @NewsmaxHow many must die for liberals?,0,0
3777,Saul_Rdriggz,0,697,México marcha contra Donald Trump https://t.co/RGBZC5eAZU,0,0
3778,JessicaLauer07,3,129,"RT @peterdaou: Step back and think about the institutions Team Trump is systematically undermining:
JUDICIARY
NEWS MEDIA
FREE ELECTIONS
Bas…",37,0
3779,mirtaromatp,1,67,"RT @matteosalvinimi: #Salvini: se il popolo vota come piace alla sinistra, è sovrano; se vota per Trump... è colpa degli hacker russi. Ridi…",144,0
3780,GaryHarris10,2,38,"RT @ThatTimWalker: For security reasons, Trump's hair never travels with him and that's why it has already begun the journey to the UK. htt…",286,0
3781,rightwinger203,21,1369,"RT @mikandynothem: Pres Trump and Benjamin @netanyahu to meet this week after Obama was very cold to our great ally. 
Welcome back, sir! 
#…",196,0
3782,fmrr1968,1,10,RT @Daminex: Ridícula marcha en contra de Trump porque ni para ponerse de acuerdo mexicanos; sólo somos la burla del mundo #Vibramx,1,0
3783,MazzyK,68,2510,"RT @BraddJaffy: NYT on Stephen Miller: “A man whose emails were, until recently, considered spam by many of his Republican peers...” https:…",570,0
3784,amdiana,12,98,RT @BernieSanders: When Donald Trump attacks the  media as “fake news” what he is doing is trying to move our country in an authoritarian d…,9976,0
3785,SallyRMelb,791,4649,RT @SBSNews: Germany has elected ‘anti-Trump’ candidate Frank-Walter Steinmeier as its new president. https://t.co/k8FYd7vXah https://t.co/…,4,0
3786,127Den,59,1425,RT @PeterSweden7: Sweden's feminist government when they were mocking Trump vs when they visited Iran. https://t.co/MFSslh9fiF,4865,0
3787,SkippyManuel,95,466,RT @mrwalsh8: Trump Adviser: We ‘Will Not Apologize’ for Saving American Lives https://t.co/6PYKqTxpud via @kablackhurst,12,0
3788,_thayannegomes,15,3349,"RT @Fifthcyruzx: Para Donald J. Trump esta é sua pior fotografia, a pedido dele, não compartilhem porque ele odeia https://t.co/PNu4xWRWJk",8705,0
3789,giorgiotuscani,179,10008,RT @Nowsolarwa: Pence gives suspicious response to question on collusion between Trump team and Russia https://t.co/C9TRf7Vsh0 via @sharebl…,5,0
3790,whitefishglobal,536,3572,"Defending Trump voter fraud delusions, Stephen Miller again lies to the American public
#TheResistance #tRump   https://t.co/81TtUsQsOg",0,0
3791,WilburForce2016,10,63,"RT @matthewjdowd: Update after 3 weeks of Presidency(net job approval Gallup):
Trump -15
Obama +43
BushW +32
Clinton +17
Bush +49
Reagan +3…",327,0
3792,ricodiva,8,423,"This is a great example of the entitled corruption in CA. After we lose, both state &amp; federal money will be gone. https://t.co/vPFTjkGOoy",0,0
3793,bbdevices,64,262,"RT @JuddLegum: 3. Trump initially promised ""no new deals"" as president. Eric and Don are expanding the Trump Org footprint at home and abro…",36,0
3794,tvkoolturaldgoh,62,1006,"""World’s Diplomats, Seeking a Bridge to Trump, Eye Haley"" by SOMINI SENGUPTA via NYT https://t.co/2jKdg9CtzH",0,0
3795,Mattb_MA,20,731,"RT @vicenews: President Trump’s voter fraud claims are absurd, yet another analysis shows https://t.co/NWcQuKgEgW https://t.co/SRTXiXnBmM",37,0
3796,hulkwidows,95,2136,RT @Variety: Newspaper accidentally uses Alec Baldwin photo instead of Donald Trump https://t.co/Y3po2EBjjg,710,0
3797,jenniewales1,29,179,@muffy_button @MSNBC yea they like when trump give them golden shower,1,1
3798,townvolloutal11,0,2,"RT @barjengar: I feel like any minute Trump is going to tweet out ""let them eat cake"" and all hell is going to break loose @POTUS",1,0
3799,HelloDook,26,502,RT @marianaatencio: 'Mexico united will never be defeated': Mexicans call for unity against Trump. No one's been able to unite Mexico this…,86,0
3800,Nelcha_404,842,2580,"RT @Slate: Melissa McCarthy returns as Sean Spicer, and Trump’s not going to like it: https://t.co/WE1OID7m56 https://t.co/VBxaHy0RkM",38,0
3801,malabaddon,159,1525,RT @gonzy_cb: Fantástico resumen semanal del 'reality' Trump. Por si se nos había pasado algo. https://t.co/HjMq0LYlzs,5,0
3802,Trumpster_Fire,10,251,https://t.co/DLrSjEDZvk https://t.co/y90OaIQ7Cl,0,0
3803,Stricknine116,33,752,"RT @20committee: EXCLUSIVE ===&gt; IC pushes back against a White House it considers leaky, untruthful and penetrated by the Kremlin

https://…",1235,0
3804,IBelizeit,232,836,These must be the swamp people #Trump was talking about. When will #sanity return to the nation's capitol.… https://t.co/7dnfXOTdRi,0,0
3805,sparky725C,146,1365,RT @SenSanders: I disagreed with President Bush all the time. I never called him a pathological liar. He was just conservative. But Trump l…,12894,0
3806,jiboyv,112,732,"RT @RT_com: Syria settlement delayed due to Obama's team, with Trump things might change - FM Lavrov https://t.co/H5HBGs0z2B",48,0
3807,JulianG922,39,1380,I'd like to see Al Franken and Jill Stein run together in 2020. I think a Franken/Stein ticket would do well against Trump.,0,0
3808,oscarmenazapata,19,252,@canalN_ @AlejandroToledo esta de asesor de donald trump,2,2
3809,CherylHori,6,501,RT @SenSanders: I disagreed with President Bush all the time. I never called him a pathological liar. He was just conservative. But Trump l…,12894,0
3810,WittSheryl,45,690,RT @YoungDems4Trump: I will be posting the links for every state's March 4 Trump soon! Working with @ScottPresler to get them all out! SUPE…,395,0
3811,andybud_o,62,1498,"RT @ParkerMolloy: ""No new deals will be done during my term(s) in office.""
— @realDonaldTrump, 12/12/16 https://t.co/sckohqSJtT

https://t.…",68,0
3812,MEBriefing,257,7021,"#Trump vowed to reach a deal with #Israel that guarantees a peaceful #Palestinian state
  https://t.co/2InyiOQChE..",0,0
3813,Lana_Jordan,81,1870,RT @RitaPanahi: When you condemn Trump for being sexist but obediently cover up when in a genuinely sexist country. Brave. #StockholmSyndro…,177,0
3814,eggyandbacon,7,576,RT @vicenews: There's no escaping Donald Trump's handshake https://t.co/nZiXiy1SOp,6143,0
3815,PatVPeters,808,80996,Joe Miller: Trump's Immigration Ban ABSOLUTELY Legal - Federal Court Challenge BASELESS! [VIDEO] https://t.co/jZSv6rvgwy,2,2
3816,TarynKelly7,339,576,RT @mmpadellan: trump watching ALL WOMEN play his administration must be going over really well #SNLSpicer https://t.co/qCHI24mZyC,1258,0
3817,dmbanz,52,207,RT @ishaantharoor: Read @EliClifton about Trump adviser @SebGorka's apparent celebration of Hungarian Nazi collaborators https://t.co/HiMS7…,12,0
3818,efairhurst,270,2665,Trump Congratulates Stephen Miller For 'Great Job' After Sunday Show Meltdown https://t.co/f8MKn4aVH5,0,0
3819,ElMatRivade,19,987,RT @DoriToribio: Resumo aquí la tercera semana de Trump en la Casa Blanca 👇🏼 https://t.co/3QP38CgyJq,29,0
3820,kknascimento,7,160,A US-born NASA scientist was detained at the border until he unlocked his phone | The Verge #notfakenews #MuslimBan  https://t.co/hkQV6Mg03I,0,0
3821,Dcjv3499,2,168,@ummreeaallllyyy @ctrimbino2013 @PhilipRucker @brianstelter &amp;what does that land mass contribute to US? Not much! https://t.co/PsorrKZRLl,0,0
3822,Ja_Pew,3,89,"RT @Let_AmericaVote: The Trump Administration isn't lying for the sake of lying, they're running a misinformation campaign to suppress vote…",110,0
3823,edelmryan,25,209,"RT @ParkerMolloy: ""No new deals will be done during my term(s) in office.""
— @realDonaldTrump, 12/12/16 https://t.co/sckohqSJtT

https://t.…",68,0
3824,MojNeda,9,54,RT @sarahsophief: Expect Us. #whyiresist https://t.co/DS0YsfyBal,355,0
3825,beautimiracle,51,119,Trump's Mexican standoff puts $1B+ in KC metro trade in limbo - Kansas City Business Journal https://t.co/qFzuOvoJY1,0,0
3826,ShirleyChirch,0,22,@BeauWillimon is the first requirement for being in trump's administration that you be a liar?,1,4
3827,otherhoffman,33,271,"RT @20committee: EXCLUSIVE ===&gt; IC pushes back against a White House it considers leaky, untruthful and penetrated by the Kremlin

https://…",1235,0
3828,EricVictorino,85,3680,"Trump's ""United"" America - give us a couple of years, we're rising! The people are taking action. #midterms https://t.co/Vewhgwx7Vp",0,0
3829,hopingforachang,245,3577,RT @The_Last_NewsPa: BOMBSHELL: Shocking New Video Proves Trump’s Voter Fraud Claims… Media Stunned https://t.co/61H8MDqcHy https://t.co/H3…,4,0
3830,TweetingFolly,7,485,"RT @davidfrum: 3 days later, and it seems Trump still hasn’t found time to read report that his NSA lied about his dealmaking with Russian…",1947,0
3831,jessicaAranda2,1,392,RT @SenSanders: I disagreed with President Bush all the time. I never called him a pathological liar. He was just conservative. But Trump l…,12894,0
3832,MeadBadger,65,606,RT @kealachan: ugh CBP is detaining US citizens and searching their social media... even hot scientists  https://t.co/h8ZRX0CjQi,2,0
3833,o_covarrubias,16,1211,@carrieksada  @Nordstrom Do not buy clothes from Ivanka Trump. Is clothes made with taxes evaded by his father. It's ugly and ridiculous.,0,0
3834,chadlarabee,15,414,Stephen Miller joins trump's Klan of Liars. Drive the liars from our White House!  #ImpeachTrump,0,1
3835,MistyTippy,3,338,"RT @Rockprincess818: The left hates Trump so much they've been reduced to defending terrorists, illegal gang bangers, pedophiles, rapists a…",1129,0
3836,annemelvinbloom,24,68,"RT @ReproRights: The #TrumpGlobalGag threatens the full spectrum of reproductive health, including maternal health and STI screenings https…",8,0
3837,kael_ren,0,207,"RT @ChumelTorres: Mi país no le teme a Trump.

Mi Presidente sí.",953,0
3838,notnorrmal,4,120,https://t.co/0zvyy99mNX https://t.co/CGTztgRRfa,0,0
3839,jesusarturoqui1,0,0,"""@AristeguiOnline: Por bajas ventas, retiran productos @IvankaTrump de boutique en EU https://t.co/tX5bU2fnK4 https://t.co/ARfQZVHz6D""",0,0
3840,mommareb,5,145,"RT @Uncle_Jimbo: .@politico poll on 
#Trump Immigration order

58% For 
38% Against

Americans want our President
To make us safe

https://…",149,0
3841,KathrynCroft,148,951,"RT @MonsterMarcia: #TrumpRussia Ties 30+ yrs!
Trump won't #FireFlynn as he has dirt on Trump doing biz w/Putin
#TraitorTrump must Release T…",8,0
3842,PacassoC,25,750,"RT @DTrumpExposed: I love how Republicans keep taking credit for freeing the slaves, as if it makes them feel better about supporting Trump…",171,0
3843,SuzanKBuckner,33,730,"RT @peterdaou: Step back and think about the institutions Team Trump is systematically undermining:
JUDICIARY
NEWS MEDIA
FREE ELECTIONS
Bas…",37,0
3844,RichardLindaDil,2,988,substitute evil for witchcraft to be inclusive...God Delivered US From 'Spirit of Witchcraft in the Oval Office'  https://t.co/bJ0CaeyDdy,0,0
3845,RowenaGreen,13,119,"RT @NPR: There's no doubt that President Trump and GOP leaders are interested in a border tax. The question is what kind. 
https://t.co/yX1…",95,0
3846,andre_gruber,34,754,"RT @American1765: #SundayFunday
.@normanderson22 TY reposting
🖐Stop Discrimination
👉Of Trump Supporters
RESTAURANT REFUSES SERVICE
↘️ TO TR…",10,0
3847,MaryNorminha,50,2912,RT @SonnyBunch: Donald Trump is such a terrifying fascist dictator that literally no one fears speaking out against him on literally any pl…,4076,0
3848,LenahanChris,18,88,RT @CStamper_: Good for the businesses for not caving to the left's bullying. https://t.co/mAa3NO3LRb,52,0
3849,DocWashburn,437,11700,RT @JayS2629: How Obama is scheming to sabotage Trump's presidency https://t.co/iYOLR5gmmC via @nypost,174,0
3850,AmHistrionics,43,116,RT @IBDeditorials: #DrainTheSwamp: Here's how 'public servants' at the #EPA &amp; other departments are trying to sabotage #Trump. https://t.co…,8,0
3851,ilovecatzzzzzz,11,258,"RT @roostermustache: Caller: hi im a russian hooker and i wanna pee on you

Trump: what

Obama [from background of call]: joe are you playi…",114,0
3852,kleforge70,5,148,"RT @mmpadellan: Responding 2 questions on YESTERDAY'S breaking news re:traitor Mike Flynn, trump goes to the standard ""I am clueless"" dodge…",308,0
3853,BeyhanDagdas,19,1111,"RT @abdullahciftcib: Yeni Haber: ABD'de teknoloji şirketleri Trump'a karşı hukuki mücadele kararı aldı
Anlamı: 8 Mart 2016 tarihli tweetimd…",467,0
3854,coryhofstadRT,43,313,A conversation about tech M&amp;A trends and Trump https://t.co/wegngUSLdp #Inventions_and_Startups https://t.co/kqbnzet0v9,0,0
3855,CdLutetia,48,2395,"RT @rafshmatko: When I saw this face, I realized that the world is changing, and, I am ready to be part of such a community. #Trump https:/…",928,0
3856,cyndi32994032,2,60,@Trollin_Trump I love it too!,0,0
3857,XenophobiaBee12,0,25,Anti-Trump protests held in Mexico against US president's 'campaign of xenophobia' #Xenophobia https://t.co/VBXNkmxu06,0,0
3858,carmic14,572,2761,RT @Solluna36541375: @MomsDemand will not back down against the NRA backed Trump agenda of guns everywhere.  Thank you Gale Brewer for orga…,2,0
3859,GImeegracel,8,34,RT @Imeegracia: CNN’s Jake Tapper calls first 3 weeks of Trump ‘somewhat surreal’ https://t.co/UkRKGRgKC7 @jaketapper @dfaithelaine @CNN #B…,6,0
3860,Oma8612,9,573,RT @MiceeMouse: 750+ Sex Criminals Have Been Arrested Across U.S. Since Trump Became President https://t.co/vcXSREKEyJ,21,0
3861,republicansrbad,28,118,RT @Fahrenthold: Trump friend says Priebus is ‘in way over his head’. Good get by @PhilipRucker  https://t.co/xUCpAfN4Ks,305,0
3862,DrWAVeSportCd1,160,558,"RT @AndrewSNicoll: @KeithOlbermann I was in the Scottish Parliament when Trump came to rail about renewables. Asked for evidence he said: ""…",5,0
3863,GinaLawriw,377,9484,"A United pilot ranted about Trump, Clinton and divorce. Her passengers fled. https://t.co/MfX0I6XuYA",0,0
3864,StephanieBraith,0,60,"RT @witemalereality: Trump revoked over 100,000 visas, and none of them belonged to these guys https://t.co/6x73QSZne2",238,0
3865,VegasRenegade,212,1891,"RT @ParkerMolloy: ""No new deals will be done during my term(s) in office.""
— @realDonaldTrump, 12/12/16 https://t.co/sckohqSJtT

https://t.…",68,0
3866,jjbr00,101,4586,RT @The_Last_NewsPa: BOMBSHELL: Shocking New Video Proves Trump’s Voter Fraud Claims… Media Stunned https://t.co/61H8MDqcHy https://t.co/H3…,4,0
3867,gunstargreen83,31,246,RT @RealGDT: A+US-born+NASA+scientist+was+detained+at+the+border+until+he+unlocked+his+phone https://t.co/0lBTVY6LKh,185,0
3868,EricBarr11,0,6,"RT @FoxNews: WATCH: Former Marine Posts Warning From Iraq After Travel Ban Uproar
https://t.co/XiMBLex4dl",481,0
3869,BeachPeanuts,242,5156,RT @TUSK81: Trump staffer (and @GovMikeHuckabee's daughter) tells a completely fictional voter fraud story from her home state. https://t.c…,90,0
3870,ProgressiveGma,72,670,RT @USARedOrchestra: Trump's Gallop approval hits new 40% low. Below 35% Rs will try to save themselves &amp; start to hold him accountable 4 c…,26,0
3871,TheBirkenhauer,4,21,RT @ThePlumLineGS: Amazing. This is yet another reminder: Dems must use Gorsuch hearings to spotlight Trump's authoritarianism: https://t.c…,99,0
3872,sheroukine,0,6,"@funfrenchy grandes villes. Je pense que si un bernie Stern avait représenté le parti démocrate, Trump ne serait jamais passe 😏",0,1
3873,vsansome,154,2491,RT @DerekHannity: There are those who continue to revere this man by gracing his name with the respect of a capital T.It's offensive #TheRe…,13,0
3874,adarbasneu1975,0,2,RT @Variety: Newspaper accidentally uses Alec Baldwin photo instead of Donald Trump https://t.co/Y3po2EBjjg,710,0
3875,NefertitiVerita,36,544,"@bransonkev @Trump_Regrets @realDonaldTrump @KellyannePolls @FoxNews Well, it's what we all got. Congrats on your win",0,0
3876,D_MIN90,8,269,RT @SenSanders: I disagreed with President Bush all the time. I never called him a pathological liar. He was just conservative. But Trump l…,12894,0
3877,jish_fish,4,63,"RT @ParkerMolloy: ""No new deals will be done during my term(s) in office.""
— @realDonaldTrump, 12/12/16 https://t.co/sckohqSJtT

https://t.…",68,0
3878,conniemcgi,1,51,"RT @BernieSanders: Trump is a total hypocrite. He campaigned saying I'm going to take on Wall Street, and then he hires the president of Go…",4931,0
3879,johng48,10,518,"RT @ceasarishome: @mitchellvii While liberals hysterically continue to attack #Trump, he's quietly winning over working minorities &amp; redden…",3,0
3880,SuzBrooklyn321,1,67,"RT @PiggyShitCock: Hey @OfficeGovEthics:
Please add this tweet (""Winter White House"") to the ongoing list of Trump's Emoluments Clause viol…",18,0
